Date,Category,Product,Sales Quantity,Stock Level,Weather,Local Event
2024-02-09,Frozen Foods,Frozen Peas,83,135,Rainy,None
2024-02-09,Frozen Foods,Ice Cream,77,119,Rainy,None
2024-02-09,Frozen Foods,Frozen Pizza,81,131,Sunny,Holiday
2024-02-09,Frozen Foods,French Fries,58,82,Sunny,None
2024-02-09,Frozen Foods,Chicken Nuggets,93,159,Cloudy,Festival
2024-02-09,Snacks,Chips,71,152,Sunny,None
2024-02-09,Snacks,Popcorn,90,117,Sunny,Festival
2024-02-09,Snacks,Cookies,37,98,Rainy,None
2024-02-09,Snacks,Chocolates,12,54,Rainy,None
2024-02-09,Snacks,Dry Fruits,68,107,Sunny,None
2024-02-10,Fruits,Mango,12,69,Rainy,None
2024-02-10,Fruits,Banana,94,144,Cloudy,None
2024-02-10,Fruits,Apple,77,135,Rainy,Sports Event
2024-02-10,Fruits,Orange,93,130,Cloudy,None
2024-02-10,Fruits,Grapes,47,101,Rainy,None
2024-02-10,Vegetables,Tomato,58,139,Sunny,Holiday
2024-02-10,Vegetables,Potato,12,62,Cloudy,None
2024-02-10,Vegetables,Onion,80,169,Cloudy,None
2024-02-10,Vegetables,Carrot,27,55,Rainy,None
2024-02-10,Vegetables,Spinach,84,157,Rainy,Festival
2024-02-10,Dairy,Milk,12,51,Cloudy,None
2024-02-10,Dairy,Cheese,41,110,Rainy,Holiday
2024-02-10,Dairy,Butter,37,87,Cloudy,None
2024-02-10,Dairy,Yogurt,38,128,Rainy,None
2024-02-10,Dairy,Paneer,66,108,Rainy,None
2024-02-10,Beverages,Tea,93,173,Cloudy,None
2024-02-10,Beverages,Coffee,88,141,Sunny,None
2024-02-10,Beverages,Juice,34,70,Cloudy,None
2024-02-10,Beverages,Soda,88,125,Sunny,None
2024-02-10,Beverages,Energy Drink,63,144,Cloudy,Holiday
2024-02-10,Bakery,Bread,67,118,Rainy,None
2024-02-10,Bakery,Croissant,74,155,Cloudy,Holiday
2024-02-10,Bakery,Cake,21,94,Sunny,Festival
2024-02-10,Bakery,Biscuits,71,143,Cloudy,None
2024-02-10,Bakery,Muffin,51,76,Rainy,None
2024-02-10,Frozen Foods,Frozen Peas,47,105,Sunny,None
2024-02-10,Frozen Foods,Ice Cream,14,104,Rainy,None
2024-02-10,Frozen Foods,Frozen Pizza,53,108,Sunny,None
2024-02-10,Frozen Foods,French Fries,28,102,Sunny,None
2024-02-10,Frozen Foods,Chicken Nuggets,85,175,Sunny,Holiday
2024-02-10,Snacks,Chips,28,58,Sunny,None
2024-02-10,Snacks,Popcorn,67,154,Sunny,None
2024-02-10,Snacks,Cookies,87,145,Sunny,Sports Event
2024-02-10,Snacks,Chocolates,75,169,Cloudy,Sports Event
2024-02-10,Snacks,Dry Fruits,66,98,Cloudy,Festival
2024-02-11,Fruits,Mango,19,95,Cloudy,Festival
2024-02-11,Fruits,Banana,72,166,Sunny,Festival
2024-02-11,Fruits,Apple,20,78,Sunny,Holiday
2024-02-11,Fruits,Orange,25,88,Cloudy,None
2024-02-11,Fruits,Grapes,12,108,Sunny,None
2024-02-11,Vegetables,Tomato,79,168,Sunny,None
2024-02-11,Vegetables,Potato,87,176,Cloudy,Sports Event
2024-02-11,Vegetables,Onion,70,108,Rainy,Holiday
2024-02-11,Vegetables,Carrot,61,117,Sunny,None
2024-02-11,Vegetables,Spinach,75,167,Sunny,None
2024-02-11,Dairy,Milk,69,94,Rainy,Festival
2024-02-11,Dairy,Cheese,15,99,Sunny,None
2024-02-11,Dairy,Butter,69,140,Cloudy,Festival
2024-02-11,Dairy,Yogurt,82,132,Cloudy,None
2024-02-11,Dairy,Paneer,97,152,Sunny,Sports Event
2024-02-11,Beverages,Tea,21,65,Rainy,None
2024-02-11,Beverages,Coffee,9,32,Rainy,None
2024-02-11,Beverages,Juice,81,126,Cloudy,None
2024-02-11,Beverages,Soda,37,70,Sunny,None
2024-02-11,Beverages,Energy Drink,20,55,Sunny,None
2024-02-11,Bakery,Bread,92,114,Sunny,None
2024-02-11,Bakery,Croissant,70,168,Rainy,None
2024-02-11,Bakery,Cake,86,127,Rainy,None
2024-02-11,Bakery,Biscuits,17,69,Sunny,None
2024-02-11,Bakery,Muffin,31,128,Cloudy,None
2024-02-11,Frozen Foods,Frozen Peas,67,134,Cloudy,None
2024-02-11,Frozen Foods,Ice Cream,32,95,Sunny,Holiday
2024-02-11,Frozen Foods,Frozen Pizza,44,112,Sunny,None
2024-02-11,Frozen Foods,French Fries,88,171,Cloudy,None
2024-02-11,Frozen Foods,Chicken Nuggets,78,171,Cloudy,Sports Event
2024-02-11,Snacks,Chips,92,187,Cloudy,None
2024-02-11,Snacks,Popcorn,31,108,Sunny,None
2024-02-11,Snacks,Cookies,10,94,Rainy,None
2024-02-11,Snacks,Chocolates,92,136,Sunny,None
2024-02-11,Snacks,Dry Fruits,76,146,Rainy,None
2024-02-12,Fruits,Mango,69,148,Rainy,None
2024-02-12,Fruits,Banana,80,137,Cloudy,None
2024-02-12,Fruits,Apple,43,133,Cloudy,Sports Event
2024-02-12,Fruits,Orange,35,87,Sunny,None
2024-02-12,Fruits,Grapes,62,137,Sunny,Holiday
2024-02-12,Vegetables,Tomato,59,88,Rainy,Festival
2024-02-12,Vegetables,Potato,7,69,Cloudy,None
2024-02-12,Vegetables,Onion,60,142,Cloudy,None
2024-02-12,Vegetables,Carrot,96,125,Rainy,None
2024-02-12,Vegetables,Spinach,54,144,Cloudy,Sports Event
2024-02-12,Dairy,Milk,92,113,Rainy,None
2024-02-12,Dairy,Cheese,75,132,Rainy,None
2024-02-12,Dairy,Butter,15,99,Rainy,None
2024-02-12,Dairy,Yogurt,87,108,Sunny,Festival
2024-02-12,Dairy,Paneer,91,131,Cloudy,Holiday
2024-02-12,Beverages,Tea,24,44,Rainy,None
2024-02-12,Beverages,Coffee,28,61,Sunny,None
2024-02-12,Beverages,Juice,64,138,Sunny,None
2024-02-12,Beverages,Soda,81,124,Rainy,None
2024-02-12,Beverages,Energy Drink,84,141,Rainy,Sports Event
2024-02-12,Bakery,Bread,79,149,Cloudy,None
2024-02-12,Bakery,Croissant,41,118,Rainy,None
2024-02-12,Bakery,Cake,32,80,Cloudy,None
2024-02-12,Bakery,Biscuits,14,92,Rainy,None
2024-02-12,Bakery,Muffin,51,112,Rainy,None
2024-02-12,Frozen Foods,Frozen Peas,46,97,Rainy,None
2024-02-12,Frozen Foods,Ice Cream,60,81,Sunny,None
2024-02-12,Frozen Foods,Frozen Pizza,75,146,Cloudy,None
2024-02-12,Frozen Foods,French Fries,38,106,Sunny,Holiday
2024-02-12,Frozen Foods,Chicken Nuggets,57,116,Sunny,None
2024-02-12,Snacks,Chips,26,63,Rainy,Sports Event
2024-02-12,Snacks,Popcorn,77,102,Cloudy,Festival
2024-02-12,Snacks,Cookies,11,110,Sunny,None
2024-02-12,Snacks,Chocolates,41,97,Sunny,None
2024-02-12,Snacks,Dry Fruits,94,175,Sunny,None
2024-02-13,Fruits,Mango,70,119,Cloudy,None
2024-02-13,Fruits,Banana,86,179,Sunny,None
2024-02-13,Fruits,Apple,93,189,Rainy,Sports Event
2024-02-13,Fruits,Orange,92,177,Sunny,Festival
2024-02-13,Fruits,Grapes,77,124,Cloudy,Sports Event
2024-02-13,Vegetables,Tomato,14,98,Rainy,None
2024-02-13,Vegetables,Potato,64,98,Cloudy,None
2024-02-13,Vegetables,Onion,26,109,Sunny,None
2024-02-13,Vegetables,Carrot,60,102,Sunny,None
2024-02-13,Vegetables,Spinach,10,63,Cloudy,None
2024-02-13,Dairy,Milk,53,123,Rainy,None
2024-02-13,Dairy,Cheese,45,126,Sunny,None
2024-02-13,Dairy,Butter,40,95,Sunny,Sports Event
2024-02-13,Dairy,Yogurt,30,85,Sunny,Sports Event
2024-02-13,Dairy,Paneer,66,165,Rainy,None
2024-02-13,Beverages,Tea,55,116,Sunny,None
2024-02-13,Beverages,Coffee,86,115,Rainy,None
2024-02-13,Beverages,Juice,5,63,Sunny,None
2024-02-13,Beverages,Soda,8,87,Sunny,None
2024-02-13,Beverages,Energy Drink,91,144,Rainy,Sports Event
2024-02-13,Bakery,Bread,65,94,Rainy,None
2024-02-13,Bakery,Croissant,81,101,Sunny,None
2024-02-13,Bakery,Cake,32,74,Sunny,None
2024-02-13,Bakery,Biscuits,17,50,Cloudy,None
2024-02-13,Bakery,Muffin,65,148,Cloudy,Sports Event
2024-02-13,Frozen Foods,Frozen Peas,77,106,Sunny,None
2024-02-13,Frozen Foods,Ice Cream,54,142,Rainy,None
2024-02-13,Frozen Foods,Frozen Pizza,21,115,Sunny,None
2024-02-13,Frozen Foods,French Fries,5,28,Rainy,Holiday
2024-02-13,Frozen Foods,Chicken Nuggets,7,35,Rainy,None
2024-02-13,Snacks,Chips,78,131,Cloudy,Festival
2024-02-13,Snacks,Popcorn,26,115,Rainy,Sports Event
2024-02-13,Snacks,Cookies,70,121,Rainy,None
2024-02-13,Snacks,Chocolates,5,96,Rainy,None
2024-02-13,Snacks,Dry Fruits,57,120,Rainy,Holiday
2024-02-14,Fruits,Mango,23,80,Cloudy,None
2024-02-14,Fruits,Banana,47,86,Sunny,None
2024-02-14,Fruits,Apple,54,147,Rainy,None
2024-02-14,Fruits,Orange,77,127,Rainy,None
2024-02-14,Fruits,Grapes,65,145,Rainy,None
2024-02-14,Vegetables,Tomato,94,130,Cloudy,Festival
2024-02-14,Vegetables,Potato,74,156,Sunny,None
2024-02-14,Vegetables,Onion,34,78,Cloudy,None
2024-02-14,Vegetables,Carrot,30,105,Rainy,Sports Event
2024-02-14,Vegetables,Spinach,35,80,Rainy,None
2024-02-14,Dairy,Milk,27,93,Sunny,None
2024-02-14,Dairy,Cheese,70,105,Sunny,Holiday
2024-02-14,Dairy,Butter,39,99,Sunny,Festival
2024-02-14,Dairy,Yogurt,36,109,Rainy,Sports Event
2024-02-14,Dairy,Paneer,45,130,Rainy,None
2024-02-14,Beverages,Tea,44,91,Sunny,Festival
2024-02-14,Beverages,Coffee,78,152,Cloudy,Sports Event
2024-02-14,Beverages,Juice,51,145,Rainy,None
2024-02-14,Beverages,Soda,49,85,Cloudy,None
2024-02-14,Beverages,Energy Drink,45,131,Sunny,Holiday
2024-02-14,Bakery,Bread,18,71,Sunny,Sports Event
2024-02-14,Bakery,Croissant,62,123,Rainy,None
2024-02-14,Bakery,Cake,34,78,Cloudy,None
2024-02-14,Bakery,Biscuits,76,103,Cloudy,Festival
2024-02-14,Bakery,Muffin,90,126,Rainy,Sports Event
2024-02-14,Frozen Foods,Frozen Peas,66,106,Sunny,None
2024-02-14,Frozen Foods,Ice Cream,24,78,Sunny,None
2024-02-14,Frozen Foods,Frozen Pizza,79,150,Cloudy,None
2024-02-14,Frozen Foods,French Fries,51,114,Cloudy,None
2024-02-14,Frozen Foods,Chicken Nuggets,88,175,Cloudy,None
2024-02-14,Snacks,Chips,77,100,Sunny,None
2024-02-14,Snacks,Popcorn,30,126,Cloudy,None
2024-02-14,Snacks,Cookies,23,119,Sunny,None
2024-02-14,Snacks,Chocolates,70,99,Rainy,None
2024-02-14,Snacks,Dry Fruits,62,154,Sunny,None
2024-02-15,Fruits,Mango,88,122,Sunny,Festival
2024-02-15,Fruits,Banana,34,115,Sunny,Festival
2024-02-15,Fruits,Apple,51,86,Rainy,None
2024-02-15,Fruits,Orange,47,74,Cloudy,None
2024-02-15,Fruits,Grapes,88,123,Rainy,None
2024-02-15,Vegetables,Tomato,53,135,Rainy,Holiday
2024-02-15,Vegetables,Potato,55,107,Rainy,Holiday
2024-02-15,Vegetables,Onion,19,61,Rainy,Holiday
2024-02-15,Vegetables,Carrot,49,130,Cloudy,None
2024-02-15,Vegetables,Spinach,50,133,Rainy,None
2024-02-15,Dairy,Milk,48,142,Sunny,Festival
2024-02-15,Dairy,Cheese,93,164,Rainy,None
2024-02-15,Dairy,Butter,87,172,Rainy,None
2024-02-15,Dairy,Yogurt,76,120,Rainy,None
2024-02-15,Dairy,Paneer,61,85,Cloudy,None
2024-02-15,Beverages,Tea,12,47,Rainy,None
2024-02-15,Beverages,Coffee,65,99,Sunny,None
2024-02-15,Beverages,Juice,58,91,Rainy,None
2024-02-15,Beverages,Soda,86,172,Rainy,None
2024-02-15,Beverages,Energy Drink,69,145,Cloudy,None
2024-02-15,Bakery,Bread,9,99,Cloudy,None
2024-02-15,Bakery,Croissant,97,131,Cloudy,Sports Event
2024-02-15,Bakery,Cake,80,129,Sunny,None
2024-02-15,Bakery,Biscuits,45,103,Rainy,None
2024-02-15,Bakery,Muffin,27,62,Sunny,Holiday
2024-02-15,Frozen Foods,Frozen Peas,31,101,Sunny,None
2024-02-15,Frozen Foods,Ice Cream,69,106,Cloudy,Sports Event
2024-02-15,Frozen Foods,Frozen Pizza,17,76,Cloudy,None
2024-02-15,Frozen Foods,French Fries,47,110,Rainy,None
2024-02-15,Frozen Foods,Chicken Nuggets,28,83,Cloudy,None
2024-02-15,Snacks,Chips,14,53,Rainy,None
2024-02-15,Snacks,Popcorn,79,110,Rainy,None
2024-02-15,Snacks,Cookies,67,111,Sunny,None
2024-02-15,Snacks,Chocolates,68,160,Rainy,Holiday
2024-02-15,Snacks,Dry Fruits,93,161,Rainy,None
2024-02-16,Fruits,Mango,29,107,Sunny,None
2024-02-16,Fruits,Banana,23,65,Sunny,None
2024-02-16,Fruits,Apple,54,89,Sunny,None
2024-02-16,Fruits,Orange,5,82,Sunny,Holiday
2024-02-16,Fruits,Grapes,94,160,Rainy,None
2024-02-16,Vegetables,Tomato,59,93,Cloudy,None
2024-02-16,Vegetables,Potato,6,52,Rainy,None
2024-02-16,Vegetables,Onion,76,118,Rainy,None
2024-02-16,Vegetables,Carrot,97,181,Cloudy,None
2024-02-16,Vegetables,Spinach,94,177,Cloudy,None
2024-02-16,Dairy,Milk,70,108,Sunny,None
2024-02-16,Dairy,Cheese,63,97,Rainy,None
2024-02-16,Dairy,Butter,64,156,Sunny,None
2024-02-16,Dairy,Yogurt,48,77,Cloudy,None
2024-02-16,Dairy,Paneer,97,163,Rainy,None
2024-02-16,Beverages,Tea,74,169,Sunny,Holiday
2024-02-16,Beverages,Coffee,78,151,Cloudy,None
2024-02-16,Beverages,Juice,62,91,Rainy,Sports Event
2024-02-16,Beverages,Soda,43,90,Rainy,None
2024-02-16,Beverages,Energy Drink,71,133,Cloudy,None
2024-02-16,Bakery,Bread,60,155,Cloudy,None
2024-02-16,Bakery,Croissant,96,138,Cloudy,Festival
2024-02-16,Bakery,Cake,44,107,Rainy,Sports Event
2024-02-16,Bakery,Biscuits,62,114,Rainy,None
2024-02-16,Bakery,Muffin,66,156,Rainy,None
2024-02-16,Frozen Foods,Frozen Peas,74,123,Cloudy,Festival
2024-02-16,Frozen Foods,Ice Cream,90,166,Sunny,None
2024-02-16,Frozen Foods,Frozen Pizza,75,103,Sunny,Festival
2024-02-16,Frozen Foods,French Fries,39,79,Cloudy,None
2024-02-16,Frozen Foods,Chicken Nuggets,39,73,Rainy,None
2024-02-16,Snacks,Chips,89,140,Cloudy,None
2024-02-16,Snacks,Popcorn,99,182,Cloudy,Sports Event
2024-02-16,Snacks,Cookies,19,44,Sunny,None
2024-02-16,Snacks,Chocolates,42,87,Rainy,None
2024-02-16,Snacks,Dry Fruits,55,147,Cloudy,None
2024-02-17,Fruits,Mango,63,152,Rainy,None
2024-02-17,Fruits,Banana,92,124,Cloudy,Sports Event
2024-02-17,Fruits,Apple,23,63,Cloudy,None
2024-02-17,Fruits,Orange,28,73,Sunny,Holiday
2024-02-17,Fruits,Grapes,86,134,Sunny,Holiday
2024-02-17,Vegetables,Tomato,65,152,Rainy,None
2024-02-17,Vegetables,Potato,71,92,Sunny,None
2024-02-17,Vegetables,Onion,74,119,Cloudy,None
2024-02-17,Vegetables,Carrot,22,95,Sunny,None
2024-02-17,Vegetables,Spinach,7,94,Sunny,None
2024-02-17,Dairy,Milk,19,46,Rainy,Holiday
2024-02-17,Dairy,Cheese,60,126,Rainy,Sports Event
2024-02-17,Dairy,Butter,82,150,Sunny,None
2024-02-17,Dairy,Yogurt,9,99,Cloudy,None
2024-02-17,Dairy,Paneer,92,134,Sunny,None
2024-02-17,Beverages,Tea,42,102,Cloudy,None
2024-02-17,Beverages,Coffee,61,97,Cloudy,Holiday
2024-02-17,Beverages,Juice,83,115,Cloudy,None
2024-02-17,Beverages,Soda,94,137,Sunny,Sports Event
2024-02-17,Beverages,Energy Drink,8,73,Rainy,None
2024-02-17,Bakery,Bread,37,66,Sunny,Sports Event
2024-02-17,Bakery,Croissant,32,111,Sunny,None
2024-02-17,Bakery,Cake,59,92,Rainy,Festival
2024-02-17,Bakery,Biscuits,6,49,Rainy,Holiday
2024-02-17,Bakery,Muffin,75,118,Cloudy,Sports Event
2024-02-17,Frozen Foods,Frozen Peas,98,156,Cloudy,None
2024-02-17,Frozen Foods,Ice Cream,69,92,Sunny,None
2024-02-17,Frozen Foods,Frozen Pizza,54,84,Rainy,None
2024-02-17,Frozen Foods,French Fries,85,140,Cloudy,Holiday
2024-02-17,Frozen Foods,Chicken Nuggets,25,57,Sunny,None
2024-02-17,Snacks,Chips,74,94,Rainy,None
2024-02-17,Snacks,Popcorn,90,165,Cloudy,None
2024-02-17,Snacks,Cookies,51,148,Cloudy,Sports Event
2024-02-17,Snacks,Chocolates,62,117,Rainy,None
2024-02-17,Snacks,Dry Fruits,46,113,Rainy,Sports Event
2024-02-18,Fruits,Mango,34,74,Sunny,Festival
2024-02-18,Fruits,Banana,37,94,Sunny,None
2024-02-18,Fruits,Apple,63,115,Sunny,None
2024-02-18,Fruits,Orange,34,110,Sunny,Holiday
2024-02-18,Fruits,Grapes,53,119,Sunny,None
2024-02-18,Vegetables,Tomato,92,117,Sunny,None
2024-02-18,Vegetables,Potato,5,56,Rainy,Holiday
2024-02-18,Vegetables,Onion,53,91,Cloudy,None
2024-02-18,Vegetables,Carrot,6,98,Sunny,None
2024-02-18,Vegetables,Spinach,40,120,Sunny,None
2024-02-18,Dairy,Milk,64,103,Rainy,Sports Event
2024-02-18,Dairy,Cheese,61,130,Sunny,None
2024-02-18,Dairy,Butter,50,111,Cloudy,Festival
2024-02-18,Dairy,Yogurt,15,54,Rainy,None
2024-02-18,Dairy,Paneer,68,167,Rainy,None
2024-02-18,Beverages,Tea,92,184,Rainy,None
2024-02-18,Beverages,Coffee,93,173,Cloudy,None
2024-02-18,Beverages,Juice,31,124,Sunny,Festival
2024-02-18,Beverages,Soda,95,126,Rainy,None
2024-02-18,Beverages,Energy Drink,36,108,Sunny,None
2024-02-18,Bakery,Bread,78,177,Cloudy,Holiday
2024-02-18,Bakery,Croissant,56,106,Cloudy,Holiday
2024-02-18,Bakery,Cake,40,113,Rainy,None
2024-02-18,Bakery,Biscuits,21,115,Rainy,None
2024-02-18,Bakery,Muffin,26,88,Cloudy,None
2024-02-18,Frozen Foods,Frozen Peas,50,104,Sunny,None
2024-02-18,Frozen Foods,Ice Cream,23,87,Rainy,None
2024-02-18,Frozen Foods,Frozen Pizza,62,144,Sunny,None
2024-02-18,Frozen Foods,French Fries,47,103,Rainy,None
2024-02-18,Frozen Foods,Chicken Nuggets,42,122,Sunny,None
2024-02-18,Snacks,Chips,65,164,Cloudy,None
2024-02-18,Snacks,Popcorn,76,138,Rainy,None
2024-02-18,Snacks,Cookies,61,147,Rainy,None
2024-02-18,Snacks,Chocolates,23,49,Sunny,None
2024-02-18,Snacks,Dry Fruits,58,138,Cloudy,None
2024-02-19,Fruits,Mango,79,129,Sunny,Sports Event
2024-02-19,Fruits,Banana,15,67,Rainy,None
2024-02-19,Fruits,Apple,35,102,Rainy,None
2024-02-19,Fruits,Orange,82,154,Cloudy,Sports Event
2024-02-19,Fruits,Grapes,85,110,Cloudy,None
2024-02-19,Vegetables,Tomato,54,85,Cloudy,None
2024-02-19,Vegetables,Potato,73,151,Cloudy,Holiday
2024-02-19,Vegetables,Onion,59,135,Sunny,None
2024-02-19,Vegetables,Carrot,72,146,Sunny,None
2024-02-19,Vegetables,Spinach,25,65,Rainy,Sports Event
2024-02-19,Dairy,Milk,71,134,Rainy,None
2024-02-19,Dairy,Cheese,83,171,Rainy,None
2024-02-19,Dairy,Butter,55,127,Cloudy,None
2024-02-19,Dairy,Yogurt,71,164,Cloudy,Sports Event
2024-02-19,Dairy,Paneer,27,64,Sunny,None
2024-02-19,Beverages,Tea,62,140,Sunny,Sports Event
2024-02-19,Beverages,Coffee,41,89,Sunny,None
2024-02-19,Beverages,Juice,65,88,Sunny,None
2024-02-19,Beverages,Soda,95,147,Rainy,Festival
2024-02-19,Beverages,Energy Drink,91,133,Sunny,Sports Event
2024-02-19,Bakery,Bread,99,144,Sunny,None
2024-02-19,Bakery,Croissant,42,72,Sunny,None
2024-02-19,Bakery,Cake,64,150,Sunny,Holiday
2024-02-19,Bakery,Biscuits,23,88,Sunny,Sports Event
2024-02-19,Bakery,Muffin,61,94,Sunny,None
2024-02-19,Frozen Foods,Frozen Peas,16,90,Cloudy,None
2024-02-19,Frozen Foods,Ice Cream,37,89,Sunny,None
2024-02-19,Frozen Foods,Frozen Pizza,35,134,Cloudy,None
2024-02-19,Frozen Foods,French Fries,50,146,Rainy,None
2024-02-19,Frozen Foods,Chicken Nuggets,45,141,Cloudy,None
2024-02-19,Snacks,Chips,56,109,Sunny,None
2024-02-19,Snacks,Popcorn,91,123,Sunny,Sports Event
2024-02-19,Snacks,Cookies,73,159,Sunny,Sports Event
2024-02-19,Snacks,Chocolates,28,110,Rainy,None
2024-02-19,Snacks,Dry Fruits,27,76,Rainy,None
2024-02-20,Fruits,Mango,57,83,Sunny,Sports Event
2024-02-20,Fruits,Banana,96,187,Cloudy,None
2024-02-20,Fruits,Apple,38,126,Sunny,None
2024-02-20,Fruits,Orange,42,87,Sunny,None
2024-02-20,Fruits,Grapes,58,110,Sunny,None
2024-02-20,Vegetables,Tomato,20,60,Sunny,None
2024-02-20,Vegetables,Potato,94,175,Cloudy,None
2024-02-20,Vegetables,Onion,16,100,Rainy,Festival
2024-02-20,Vegetables,Carrot,94,122,Rainy,None
2024-02-20,Vegetables,Spinach,92,189,Sunny,None
2024-02-20,Dairy,Milk,28,120,Sunny,None
2024-02-20,Dairy,Cheese,25,63,Sunny,None
2024-02-20,Dairy,Butter,79,131,Sunny,Festival
2024-02-20,Dairy,Yogurt,88,179,Rainy,Sports Event
2024-02-20,Dairy,Paneer,29,50,Cloudy,None
2024-02-20,Beverages,Tea,97,186,Sunny,Festival
2024-02-20,Beverages,Coffee,72,94,Cloudy,Holiday
2024-02-20,Beverages,Juice,30,105,Sunny,None
2024-02-20,Beverages,Soda,31,95,Rainy,None
2024-02-20,Beverages,Energy Drink,92,148,Cloudy,Festival
2024-02-20,Bakery,Bread,59,90,Cloudy,Holiday
2024-02-20,Bakery,Croissant,36,112,Rainy,Festival
2024-02-20,Bakery,Cake,23,98,Rainy,Festival
2024-02-20,Bakery,Biscuits,84,167,Rainy,None
2024-02-20,Bakery,Muffin,96,158,Cloudy,Festival
2024-02-20,Frozen Foods,Frozen Peas,23,63,Rainy,None
2024-02-20,Frozen Foods,Ice Cream,77,123,Sunny,None
2024-02-20,Frozen Foods,Frozen Pizza,49,76,Rainy,Sports Event
2024-02-20,Frozen Foods,French Fries,37,57,Rainy,Holiday
2024-02-20,Frozen Foods,Chicken Nuggets,9,87,Rainy,Holiday
2024-02-20,Snacks,Chips,69,142,Sunny,None
2024-02-20,Snacks,Popcorn,29,117,Cloudy,None
2024-02-20,Snacks,Cookies,86,155,Sunny,None
2024-02-20,Snacks,Chocolates,22,98,Cloudy,None
2024-02-20,Snacks,Dry Fruits,84,141,Sunny,None
2024-02-21,Fruits,Mango,57,139,Sunny,Sports Event
2024-02-21,Fruits,Banana,26,61,Sunny,None
2024-02-21,Fruits,Apple,21,104,Cloudy,None
2024-02-21,Fruits,Orange,76,151,Sunny,None
2024-02-21,Fruits,Grapes,7,59,Sunny,None
2024-02-21,Vegetables,Tomato,60,88,Sunny,None
2024-02-21,Vegetables,Potato,33,91,Cloudy,None
2024-02-21,Vegetables,Onion,21,96,Rainy,Sports Event
2024-02-21,Vegetables,Carrot,73,106,Cloudy,None
2024-02-21,Vegetables,Spinach,98,178,Cloudy,None
2024-02-21,Dairy,Milk,14,110,Sunny,None
2024-02-21,Dairy,Cheese,65,133,Sunny,None
2024-02-21,Dairy,Butter,54,116,Sunny,Sports Event
2024-02-21,Dairy,Yogurt,69,100,Sunny,None
2024-02-21,Dairy,Paneer,45,71,Cloudy,None
2024-02-21,Beverages,Tea,73,161,Sunny,None
2024-02-21,Beverages,Coffee,10,48,Sunny,None
2024-02-21,Beverages,Juice,20,76,Cloudy,Festival
2024-02-21,Beverages,Soda,36,102,Rainy,Holiday
2024-02-21,Beverages,Energy Drink,86,141,Rainy,Holiday
2024-02-21,Bakery,Bread,33,57,Sunny,None
2024-02-21,Bakery,Croissant,7,93,Cloudy,None
2024-02-21,Bakery,Cake,19,105,Sunny,None
2024-02-21,Bakery,Biscuits,86,180,Cloudy,None
2024-02-21,Bakery,Muffin,44,128,Sunny,None
2024-02-21,Frozen Foods,Frozen Peas,99,137,Cloudy,None
2024-02-21,Frozen Foods,Ice Cream,19,79,Cloudy,None
2024-02-21,Frozen Foods,Frozen Pizza,94,193,Sunny,None
2024-02-21,Frozen Foods,French Fries,37,61,Sunny,None
2024-02-21,Frozen Foods,Chicken Nuggets,91,124,Cloudy,None
2024-02-21,Snacks,Chips,51,124,Rainy,None
2024-02-21,Snacks,Popcorn,99,127,Sunny,None
2024-02-21,Snacks,Cookies,64,129,Rainy,None
2024-02-21,Snacks,Chocolates,99,155,Cloudy,None
2024-02-21,Snacks,Dry Fruits,94,179,Sunny,None
2024-02-22,Fruits,Mango,55,124,Cloudy,None
2024-02-22,Fruits,Banana,36,77,Sunny,Holiday
2024-02-22,Fruits,Apple,42,109,Cloudy,None
2024-02-22,Fruits,Orange,59,129,Cloudy,Sports Event
2024-02-22,Fruits,Grapes,90,177,Cloudy,None
2024-02-22,Vegetables,Tomato,94,115,Cloudy,None
2024-02-22,Vegetables,Potato,89,167,Cloudy,None
2024-02-22,Vegetables,Onion,18,61,Sunny,None
2024-02-22,Vegetables,Carrot,99,169,Rainy,None
2024-02-22,Vegetables,Spinach,29,109,Rainy,Holiday
2024-02-22,Dairy,Milk,40,135,Sunny,Sports Event
2024-02-22,Dairy,Cheese,96,153,Sunny,None
2024-02-22,Dairy,Butter,50,130,Rainy,Sports Event
2024-02-22,Dairy,Yogurt,84,118,Sunny,None
2024-02-22,Dairy,Paneer,64,140,Cloudy,None
2024-02-22,Beverages,Tea,36,77,Cloudy,Sports Event
2024-02-22,Beverages,Coffee,17,83,Cloudy,None
2024-02-22,Beverages,Juice,33,74,Sunny,None
2024-02-22,Beverages,Soda,9,63,Cloudy,Festival
2024-02-22,Beverages,Energy Drink,75,140,Cloudy,None
2024-02-22,Bakery,Bread,14,99,Rainy,None
2024-02-22,Bakery,Croissant,29,92,Cloudy,Holiday
2024-02-22,Bakery,Cake,50,92,Cloudy,Sports Event
2024-02-22,Bakery,Biscuits,17,57,Sunny,None
2024-02-22,Bakery,Muffin,64,116,Rainy,None
2024-02-22,Frozen Foods,Frozen Peas,56,103,Rainy,Sports Event
2024-02-22,Frozen Foods,Ice Cream,61,96,Cloudy,None
2024-02-22,Frozen Foods,Frozen Pizza,45,141,Cloudy,None
2024-02-22,Frozen Foods,French Fries,35,84,Rainy,None
2024-02-22,Frozen Foods,Chicken Nuggets,30,109,Rainy,None
2024-02-22,Snacks,Chips,60,110,Sunny,None
2024-02-22,Snacks,Popcorn,6,64,Sunny,None
2024-02-22,Snacks,Cookies,67,104,Sunny,None
